,City,City ID,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
295,Zavyalovo,1505506,17,RU,1659469842,76,54.5053,82.4484,55.54,7.05
296,Pravia,6359954,75,ES,1659469842,94,43.4906,-6.1508,70.68,3.44
297,High Level,5975004,75,CA,1659469803,63,58.5169,-117.136,66.31,3.44
298,Emerald,2167426,21,AU,1659469843,100,-23.5333,148.1667,55.54,0.0
299,Kawambwa,176555,5,ZM,1659469843,41,-9.7915,29.0791,61.38,4.92
300,Buta,217570,85,CD,1659469843,75,2.7858,24.73,71.1,0.31
301,Airai,1651810,23,TL,1659469843,65,-8.9266,125.4092,55.22,2.15
302,Talcahuano,3870282,0,CL,1659469844,58,-36.7167,-73.1167,53.28,11.5
303,Koumac,2140558,81,NC,1659469844,91,-20.5667,164.2833,73.02,6.78
304,Rocha,3440777,76,UY,1659469844,86,-34.4833,-54.3333,60.8,7.76
305,Paraná,3841956,100,AR,1659469565,62,-31.732,-60.5238,62.1,9.75
306,Cotonou,2394819,40,BJ,1659469845,83,6.3654,2.4183,75.18,8.05
307,Kysyl-Syr,2021017,26,RU,1659469845,74,63.8986,122.7617,51.57,5.64
308,Okato,2185763,100,NZ,1659469845,90,-39.2,173.8833,55.51,13.0
309,Luchegorsk,2020689,50,RU,1659469846,96,46.4764,134.2569,68.79,3.18
310,Broome,5110365,75,US,1659469846,51,42.2506,-75.833,88.63,12.66
311,Kulaman,1708485,86,PH,1659469627,81,6.4594,124.0892,77.99,2.84
312,Laas,3175096,31,IT,1659469846,81,46.6166,10.7002,72.48,1.19
313,Vestmanna,2610343,100,FO,1659469847,82,62.1564,-7.1664,50.92,12.66
314,Haradok,628155,100,BY,1659469847,89,55.4624,29.9816,64.51,5.57
315,Palmer,4946620,71,US,1659469847,64,42.1584,-72.3287,90.52,1.01
316,Nemours,2990793,18,FR,1659469848,44,48.2751,2.6908,80.56,4.61
317,Nabire,1634614,94,ID,1659469848,92,-3.3667,135.4833,74.5,3.53
318,Bubaque,2374583,29,GW,1659469848,80,11.2833,-15.8333,80.13,13.35
319,Mama,2020313,100,RU,1659469848,89,58.3106,112.8986,63.39,3.69
320,Shebunino,2121324,100,RU,1659469849,92,46.4339,141.8603,60.62,11.63
321,Envira,3664301,99,BR,1659469849,63,-7.3,-70.2167,84.45,2.15
322,Yar-Sale,1486321,8,RU,1659469849,64,66.8333,70.8333,56.64,7.05
323,Najrān,103630,47,SA,1659469850,69,17.4924,44.1277,79.45,9.55
324,Cochirleanca,681228,6,RO,1659469850,65,45.2167,27.0333,75.27,11.01
325,Vardø,777019,0,NO,1659469850,88,70.3705,31.1107,57.18,0.0
326,Simpang,1627035,100,ID,1659469850,98,-1.2667,104.0833,73.87,0.92
327,Itarema,3393692,53,BR,1659469851,74,-2.9248,-39.9167,80.15,14.76
328,Cam Ranh,1586350,40,VN,1659469851,78,11.9214,109.1591,80.56,2.3
329,Āsosa,343292,48,ET,1659469851,98,10.0667,34.5333,57.61,1.86
330,Mhlambanyatsi,934971,0,SZ,1659469852,95,-26.45,31.0167,46.54,2.26
331,Amahai,1651591,92,ID,1659469852,88,-3.3333,128.9167,75.92,4.16
332,Virginia Beach,4791259,75,US,1659469587,63,36.8529,-75.978,96.03,4.61
333,Popondetta,2088163,47,PG,1659469852,89,-8.7537,148.2534,71.55,2.98
334,Pietermaritzburg,965301,14,ZA,1659469704,75,-29.6168,30.3928,53.69,3.18
335,Juegang,1804979,7,CN,1659469853,92,32.3174,121.1855,83.91,8.05
336,Riyadh,108410,80,SA,1659469553,33,24.6877,46.7219,98.74,6.17
337,Turukhansk,1488903,100,RU,1659469853,63,65.8167,87.9833,53.04,2.77
338,Grinnell,4859343,0,US,1659469853,46,41.743,-92.7224,96.78,13.8
339,Rundu,3353383,22,NA,1659469854,24,-17.9333,19.7667,64.87,2.08
340,Gold Coast,2165087,100,AU,1659469854,96,-28.0,153.4333,54.0,0.0
341,Seuzach,7287158,20,CH,1659469854,53,47.5342,8.7261,78.78,2.3
342,Praxédis Guerrero,3974771,0,MX,1659469855,21,31.3667,-106.0167,96.26,4.81
343,Cabo San Lucas,3985710,20,MX,1659469855,58,22.8909,-109.9124,94.6,12.66
344,Otavi,3353934,76,NA,1659469855,13,-19.65,17.3333,52.23,3.6
345,Nueva Guinea,3617459,100,NI,1659469855,93,11.6876,-84.4562,74.05,10.58
346,Honiara,2108502,6,SB,1659469855,84,-9.4333,159.95,77.2,6.55
347,Awjilah,88533,0,LY,1659469856,44,29.1081,21.2869,84.33,18.92
348,Iquique,3887127,26,CL,1659469677,74,-20.2208,-70.1431,60.84,7.36
349,Khāsh,1160571,49,IR,1659469856,26,28.2211,61.2158,83.84,8.37
350,Camalú,3979216,98,MX,1659469857,60,30.85,-116.0667,79.21,12.91
351,Hamilton,4513583,20,US,1659469857,67,39.1834,-84.5333,88.09,10.36
352,Elko,5703673,15,US,1659469857,32,41.0002,-115.5012,84.06,8.99
353,Mandera,187896,100,KE,1659469858,44,3.9366,41.867,82.8,16.42
354,Kosonsoy,1513714,100,UZ,1659469858,60,41.2561,71.5508,64.96,4.34
355,Batemans Bay,2176639,95,AU,1659469858,60,-35.7167,150.1833,56.1,7.87
356,Nyuksenitsa,516539,100,RU,1659469858,83,60.4128,44.2397,59.63,4.16
357,Luena,3347719,15,AO,1659469859,36,-11.7833,19.9167,64.35,4.09
358,Cockburn Town,3576994,40,TC,1659469859,66,21.4612,-71.1419,85.96,11.5
359,Tres Arroyos,3833859,100,AR,1659469859,49,-38.3739,-60.2798,62.6,4.23
360,Constitución,3893726,0,CL,1659469748,57,-35.3333,-72.4167,55.81,12.53
361,Barranca,3946820,14,PE,1659469860,72,-10.75,-77.7667,64.8,11.63
362,Independência,3398255,100,BR,1659469860,40,-5.3964,-40.3086,86.52,13.24
363,Pinyug,509451,84,RU,1659469860,81,60.251,47.7842,59.81,2.71
364,Pytalovo,503374,64,RU,1659469860,90,57.0679,27.9138,58.87,4.74
365,Mehamn,778707,100,NO,1659469861,100,71.0357,27.8492,53.51,6.91
366,Acarí,3948613,0,PE,1659469861,51,-15.4311,-74.6158,72.16,8.12
367,Moussoro,2427336,51,TD,1659469861,61,13.6408,16.4901,82.11,4.97
368,Valley City,5062292,0,US,1659469862,74,46.9233,-98.0032,82.92,8.05
369,Sechura,3691954,25,PE,1659469862,59,-5.5569,-80.8222,75.15,12.95
370,Dwārka,1272140,100,IN,1659469862,81,22.2394,68.9678,81.79,10.74
371,Chibombo,920233,0,ZM,1659469863,71,-14.6569,28.0706,58.6,9.37
372,Estelle,4323873,75,US,1659469833,75,29.8458,-90.1067,84.99,4.61
373,Paramonga,3933024,17,PE,1659469863,74,-10.6667,-77.8333,65.44,12.03
374,Moorhead,5038108,20,US,1659469668,65,46.8739,-96.7676,82.42,9.22
375,Kiryat Gat,293842,2,IL,1659469863,59,31.61,34.7642,82.4,4.16
376,Richards Bay,962367,0,ZA,1659469864,75,-28.783,32.0377,65.01,14.5
377,Giohar,56335,1,SO,1659469864,78,2.7809,45.5005,74.43,16.26
378,Kharabali,550671,25,RU,1659469864,36,47.4196,47.2568,81.34,5.7
379,Faya,110690,96,SA,1659469865,77,18.3851,42.4509,62.71,3.74
380,Hendek,745664,0,TR,1659469865,90,40.7994,30.7481,65.35,2.71
381,Laguna,5364271,0,US,1659469865,39,38.421,-121.4238,99.32,8.05
382,Yangi Marg`ilon,1513491,100,UZ,1659469865,49,40.4272,71.7189,74.12,11.5
383,Lagos,2332453,94,NG,1659469599,82,6.5833,3.75,77.32,7.18
384,Puerto Colombia,3671497,100,CO,1659469866,77,10.9878,-74.9547,77.09,11.48
385,Port Blair,1259385,100,IN,1659469866,93,11.6667,92.75,77.61,21.12
386,Los Llanos de Aridane,2514651,40,ES,1659469866,78,28.6585,-17.9182,69.55,18.41
387,Boké,2422924,99,GN,1659469867,94,10.9409,-14.2967,74.98,4.54
388,Kirakira,2178753,100,SB,1659469867,84,-10.4544,161.9205,79.16,9.62
389,Maridi,370457,96,SS,1659469867,85,4.9158,29.4742,69.89,3.49
390,Hualmay,3939761,12,PE,1659469868,70,-11.0964,-77.6139,66.04,11.99
391,Vostok,2013279,100,RU,1659469868,82,46.4856,135.8833,63.81,3.8
392,Estepa,2517820,0,ES,1659469868,30,37.2926,-4.879,83.03,8.32
393,Port Lincoln,2063036,0,AU,1659469868,70,-34.7333,135.8667,56.84,20.74
394,Aszaló,722775,86,HU,1659469869,61,48.2167,20.9667,72.48,4.59
395,Evanston,4891382,0,US,1659469861,55,42.0411,-87.6901,92.1,8.05
396,Muscle Shoals,4078964,75,US,1659469850,61,34.7448,-87.6675,94.03,3.0
397,Beruwala,1249931,100,LK,1659469869,84,6.4788,79.9828,78.1,20.6
398,Taozhuang,1793089,4,CN,1659469869,90,34.85,117.3333,78.57,5.95
399,Acapulco de Juárez,3533462,3,MX,1659469836,60,16.8634,-99.8901,89.22,6.53
400,Midrand,1105776,4,ZA,1659469870,74,-25.9636,28.1378,53.58,8.05
401,Port Augusta,2063056,74,AU,1659469870,84,-32.5,137.7667,55.4,9.53
402,Lashio,1314759,54,MM,1659469870,99,22.9333,97.75,68.7,0.98
403,Damaturu,2345521,68,NG,1659469871,92,11.747,11.9608,70.9,9.57
404,Bowen,2174444,13,AU,1659469871,93,-20.0167,148.2333,62.73,6.04
405,Swellendam,950709,64,ZA,1659469871,64,-34.0226,20.4417,54.54,2.08
406,Labuan,1733782,20,MY,1659469872,94,5.2767,115.2417,77.36,1.14
407,Iskateley,866062,100,RU,1659469872,66,67.6803,53.1512,61.41,8.57
408,Porto-Novo,2392087,100,BJ,1659469872,76,6.4965,2.6036,75.02,7.65
409,Galveston,4692856,0,US,1659469872,64,29.3669,-94.9669,101.08,18.41
410,Osmeña,1696983,99,PH,1659469873,73,10.5208,119.9258,82.45,1.5
411,Vedea,663088,92,RO,1659469873,45,43.7833,25.7833,77.25,7.29
412,Horta,3372988,75,PT,1659469873,83,38.5333,-28.6333,74.84,9.22
413,Porto-Vecchio,2985947,0,FR,1659469874,73,41.591,9.2795,81.93,2.3
414,Talnakh,1490256,0,RU,1659469874,81,69.4865,88.3972,45.21,4.76
415,La Reforma,3520406,30,MX,1659469874,38,18.1,-91.0167,96.31,13.29
416,Taoudenni,2450173,13,ML,1659469874,9,22.6783,-3.9836,107.96,4.83
417,Isangel,2136825,100,VU,1659469875,90,-19.55,169.2667,76.53,5.28
418,Srednekolymsk,2121025,100,RU,1659469875,96,67.45,153.6833,60.64,7.0
419,Vryburg,942511,100,ZA,1659469875,82,-26.9566,24.7284,53.74,4.07
420,Junín,3853354,1,AR,1659469876,38,-34.5838,-60.9433,67.89,6.6
421,Russell,4047434,20,US,1659469876,55,32.3502,-85.1999,91.96,3.44
422,Goiatuba,3462371,3,BR,1659469876,22,-18.0125,-49.3547,86.05,5.55
423,A Coruña,3119841,0,ES,1659469876,85,43.3713,-8.396,71.92,5.99
424,Cochrane,5924618,40,CA,1659469734,45,51.1834,-114.4687,74.61,10.36
425,Pangkalanbuun,1632694,100,ID,1659469877,98,-2.6833,111.6167,73.56,1.81
426,Klaksvík,2618795,100,FO,1659469877,92,62.2266,-6.589,52.72,16.84
427,Maragogi,3395458,91,BR,1659469877,91,-9.0122,-35.2225,75.06,11.54
428,Millinocket,4972220,40,US,1659469878,61,45.6573,-68.7098,82.51,8.05
429,Jaciara,3460355,91,BR,1659469878,13,-15.9653,-54.9683,93.79,3.65
430,Nevel'sk,2122894,100,RU,1659469878,91,46.6733,141.8633,58.91,8.59
431,Soe,1626703,48,ID,1659469879,91,-9.8607,124.284,59.61,4.23
432,Santa Marta,3668605,75,CO,1659469664,62,11.2408,-74.199,91.45,4.61
433,Karpogory,552256,100,RU,1659469879,70,64.0019,44.4451,62.82,8.68
434,Torbay,6167817,75,CA,1659469713,59,47.6666,-52.7314,78.89,10.36
435,Cascais,2269594,20,PT,1659469879,68,38.6979,-9.4215,73.94,21.0
436,Moree,2156927,100,AU,1659469880,57,-29.4667,149.85,54.05,8.52
437,Pitimbu,3391889,10,BR,1659469880,81,-7.4706,-34.8086,77.59,5.79
438,Turiaçu,3385908,21,BR,1659469880,73,-1.6633,-45.3717,81.72,6.2
439,Bergama,321426,0,TR,1659469880,51,39.1207,27.1805,75.31,15.79
440,Fairbanks,5861897,75,US,1659469775,83,64.8378,-147.7164,64.36,5.75
441,Kamaishi,2112444,100,JP,1659469881,98,39.2667,141.8833,72.18,1.9
442,Ust'-Barguzin,2013986,97,RU,1659469881,98,53.45,108.9833,54.3,1.28
443,Rexburg,5605242,20,US,1659469881,50,43.826,-111.7897,79.43,10.36
444,Gao,2457161,85,ML,1659469882,38,16.6362,1.637,92.5,9.57
445,Buraidah,107304,24,SA,1659469882,31,26.326,43.975,100.85,6.24
446,Paamiut,3421193,54,GL,1659469882,89,61.994,-49.6678,44.2,4.29
447,Meulaboh,1214488,100,ID,1659469882,89,4.1363,96.1285,73.98,4.54
448,Zinder,2437798,94,NE,1659469883,51,13.8072,8.9881,82.8,11.83
449,Husavik,2629833,100,IS,1659469883,98,66.0449,-17.3389,45.46,15.59
450,Pangnirtung,6096551,75,CA,1659469883,81,66.1451,-65.7125,46.4,12.66
451,Klyuchi,1503153,92,RU,1659469884,66,52.2667,79.1667,65.35,7.52
452,Sujiatun,2034638,75,CN,1659469884,100,41.6592,123.3392,78.98,2.24
453,Lac du Bonnet,6014443,100,CA,1659469884,45,50.2536,-96.0612,80.51,12.28
454,Grasse,6454920,0,FR,1659469885,65,43.6667,6.9167,75.99,3.44
455,Fraga,3122157,0,ES,1659469885,47,41.5229,0.3489,88.63,13.65
456,Acaraú,3408368,38,BR,1659469885,73,-2.8856,-40.12,80.64,15.59
457,Flinders,6255012,96,AU,1659469885,67,-34.5833,150.8552,57.38,5.99
458,Ejura,2301217,96,GH,1659469886,84,7.3856,-1.3562,72.05,3.42
459,Hostotipaquillo,4004738,67,MX,1659469886,42,21.0667,-104.0667,85.06,1.45
460,Puerto del Rosario,2512186,20,ES,1659469886,65,28.5004,-13.8627,80.35,13.8
461,Latung,1707108,100,PH,1659469887,78,5.5,120.8833,82.44,7.45
462,Taikang,2034600,92,CN,1659469887,76,46.8333,124.4167,73.38,6.67
463,North Branch,5039421,90,US,1659469776,59,45.5113,-92.9802,95.99,18.79
464,La Baule-Escoublac,3019766,0,FR,1659469887,57,47.2922,-2.364,76.66,8.05
465,Scarborough,2638419,100,GB,1659469888,74,54.2797,-0.4044,74.77,5.99
466,Padang,1633419,100,ID,1659469888,92,-0.9492,100.3543,75.76,4.74
467,Cherskiy,2126199,100,RU,1659469888,97,68.75,161.3,49.77,4.52
468,Pacific Grove,5380437,0,US,1659469709,76,36.6177,-121.9166,85.39,7.0
469,Fortuna,5563839,20,US,1659469889,72,40.5982,-124.1573,73.92,14.97
470,Tura,1254046,100,IN,1659469889,92,25.5198,90.2201,74.64,2.64
471,Mont-Dore,2140066,65,NC,1659469890,99,-22.2833,166.5833,73.99,3.94
472,Doka,376332,100,SD,1659469890,87,13.5167,35.7667,72.66,4.76
473,Tateyama,1850523,85,JP,1659469890,93,34.9833,139.8667,79.11,11.59
474,Mbarara,229268,53,UG,1659469890,89,-0.608,30.65,61.61,2.35
475,Vila Franca do Campo,3372472,74,PT,1659469891,72,37.7167,-25.4333,73.81,3.02
476,Mossamedes,3347019,4,AO,1659469891,67,-15.1961,12.1522,59.86,3.18
477,Kassala,372753,100,SD,1659469891,67,15.451,36.4,79.09,8.12
478,Longyan,1802276,100,CN,1659469892,97,25.1072,117.0225,73.9,0.38
479,Olinda,3393536,75,BR,1659469737,78,-8.0089,-34.8553,78.53,5.75
480,Zhezkazgan,1516589,100,KZ,1659469892,43,47.8043,67.7144,74.61,12.01
481,Voh,2137748,100,NC,1659469892,92,-20.9667,164.7,71.01,3.29
482,Sinnamary,3380290,81,GF,1659469892,83,5.3833,-52.95,81.52,9.89
483,Nizhniy Odes,520552,100,RU,1659469893,72,63.6445,54.856,64.78,4.38
484,Baiyin,1817240,85,CN,1659469893,65,36.5583,104.2081,71.42,5.53
485,Brownsville,4676740,20,US,1659469827,49,25.9018,-97.4975,98.55,19.57
486,Portland,5746545,4,US,1659469750,54,45.5234,-122.6762,85.5,1.99
487,Ayagoz,1525988,0,KZ,1659469894,70,47.9714,80.4392,63.27,7.61
488,Dongsheng,1812256,97,CN,1659469894,67,39.8161,109.9776,72.91,15.37
489,Clearlake,5337908,9,US,1659469894,32,38.9582,-122.6264,95.58,6.2
490,Poyarkovo,2017705,0,RU,1659469894,80,49.6,128.6833,65.08,2.84
491,Pacifica,5380420,75,US,1659469895,75,37.6138,-122.4869,91.99,16.11
492,Batagay-Alyta,2027042,100,RU,1659469895,86,67.8006,130.4114,47.73,4.25
493,Mabaruma,3377301,100,GY,1659469895,90,8.2,-59.7833,78.53,4.56
494,Kulynychi,703706,100,UA,1659469896,90,49.9823,36.3842,67.26,10.22
495,At-Bashi,1528796,99,KG,1659469896,63,41.1702,75.8106,58.82,2.71
496,Magadan,2123628,90,RU,1659469896,93,59.5667,150.8,55.51,7.58
497,Puri,1259184,90,IN,1659469896,81,19.8,85.85,82.92,10.8
498,Sindhnūr,1256207,100,IN,1659469897,75,15.7833,76.7667,79.88,5.68
499,Maragheh,140889,19,IR,1659469897,23,37.3917,46.2398,80.89,1.23
500,Montague,4944413,82,US,1659469895,60,42.5356,-72.5351,92.17,10.56
501,Mahibadhoo,1337605,100,MV,1659469897,74,3.7833,72.9667,81.81,19.46
502,Port-Gentil,2396518,40,GA,1659469898,78,-0.7193,8.7815,75.16,10.36
503,Arlit,2447513,0,NE,1659469898,21,18.7369,7.3853,98.15,8.61
504,Alice Springs,2077895,100,AU,1659469898,32,-23.7,133.8833,71.15,10.36
505,Kudahuvadhoo,1337607,100,MV,1659469899,76,2.6708,72.8944,81.19,18.61
506,Hammerfest,779683,75,NO,1659469899,87,70.6634,23.6821,54.05,5.75
507,Mrakovo,524681,85,RU,1659469899,94,52.7161,56.6244,60.28,9.4
508,Khilok,2022463,100,RU,1659469899,94,51.3674,110.4676,60.53,2.19
509,Bontang,1648186,100,ID,1659469900,86,0.1333,117.5,76.93,1.43
510,Ārvi,1278335,100,IN,1659469900,81,20.9833,78.2333,80.1,2.89
511,Waddān,2209055,0,LY,1659469900,35,29.1614,16.139,87.19,16.96
512,Reconquista,3429594,71,AR,1659469630,60,-29.15,-59.65,73.17,6.13
513,Finschhafen,2097418,23,PG,1659469901,81,-6.6024,147.8681,78.1,9.93
514,Moranbah,6533368,5,AU,1659469901,88,-22.0016,148.0466,57.78,7.49
515,Omsukchan,2122493,100,RU,1659469901,92,62.5333,155.8,50.79,8.14
516,Libreville,2399697,17,GA,1659469829,77,0.3925,9.4537,75.96,7.16
517,Caravelas,3466980,23,BR,1659469902,76,-17.7125,-39.2481,73.02,6.26
518,Mahrīz,124274,0,IR,1659469902,23,31.5917,54.4318,84.7,2.57
519,Loknya,534423,3,RU,1659469902,93,56.83,30.1467,55.8,3.65
520,Bichena,342190,83,ET,1659469902,87,10.45,38.2,53.2,5.39
521,Pangai,4032369,20,TO,1659469903,83,-19.8,-174.35,78.91,17.27
522,Banda Aceh,1215502,100,ID,1659469903,79,5.5577,95.3222,77.79,14.79
523,Igarka,1505991,0,RU,1659469903,90,67.4667,86.5833,41.92,9.98
524,Trzcianka,3083185,98,PL,1659469904,54,53.0406,16.4563,65.95,2.86
525,Safi,2537881,27,MA,1659469904,79,32.2994,-9.2372,74.26,14.92
526,Rindal,3141866,100,NO,1659469904,85,63.0565,9.2124,54.01,5.55
527,Ginda,1253628,90,IN,1659469905,96,30.6945,78.4932,66.65,0.81
528,Carballo,3126369,82,ES,1659469905,87,43.213,-8.691,70.9,8.84
529,Abhā,110690,20,SA,1659469746,94,18.2164,42.5053,62.42,0.0
530,Japura,1642773,100,ID,1659469905,99,-0.3167,102.35,73.42,2.24
531,São José de Ribamar,3388441,74,BR,1659469906,74,-2.5619,-44.0542,88.18,13.27
532,Shenjiamen,1795632,53,CN,1659469906,86,29.9576,122.298,81.97,10.71
533,Jinka,333750,98,ET,1659469906,91,5.65,36.65,57.96,2.28
534,Chihuahua,4014336,9,MX,1659469906,23,28.5,-106.0,89.2,9.19
535,Ust-Tsilma,477940,60,RU,1659469907,71,65.441,52.1498,59.67,4.0
536,Belmonte,3470137,15,BR,1659469907,75,-15.8631,-38.8828,74.46,6.17
537,San Jerónimo,3929611,50,PE,1659469907,33,-11.9472,-75.2829,65.5,3.49
538,Damara,2387435,31,CF,1659469908,90,4.9608,18.7035,71.65,2.59
539,Papara,3395473,93,BR,1659469908,69,-3.9839,-38.7273,82.8,4.0
540,Baruun-Urt,2032614,5,MN,1659469908,82,46.6806,113.2792,63.57,1.16
541,Nizhniy Kuranakh,2019135,91,RU,1659469909,94,58.8353,125.4869,60.08,2.59
542,Chumikan,2025256,100,RU,1659469909,99,54.7183,135.315,54.34,6.06
543,Port Moresby,2088122,20,PG,1659469902,94,-9.4431,147.1797,72.82,5.75
544,Shubarkuduk,608271,4,KZ,1659469909,50,49.1447,56.4872,72.25,6.49
545,Evensk,2125693,100,RU,1659469909,96,61.95,159.2333,52.34,3.62
546,Energetik,563471,27,RU,1659469910,92,51.7445,58.7934,62.37,10.98
547,Fairmont,4805404,98,US,1659469910,63,39.4851,-80.1426,85.37,1.01
548,Billings Metropolitan Area,5640350,100,US,1659469535,24,45.7833,-108.5007,93.29,13.0
549,Launceston,2160517,100,AU,1659469910,89,-41.45,147.1667,48.15,16.11
550,Pringsewu,1630639,97,ID,1659469911,97,-5.3582,104.9744,73.4,2.42
551,Nouadhibou,2377457,40,MR,1659469911,78,20.931,-17.0347,75.18,12.66
552,Suntar,2015913,59,RU,1659469911,96,62.1444,117.6319,61.3,4.14
553,Biak,1637001,100,ID,1659469912,88,-0.9131,122.8766,74.52,6.6
554,Naryan-Mar,523392,100,RU,1659469912,66,67.6713,53.087,61.54,8.57
555,Aklavik,5882953,100,CA,1659469912,81,68.2191,-135.0107,48.2,11.5
556,Leshukonskoye,535839,100,RU,1659469912,77,64.8989,45.7622,59.7,5.95
557,Coquimbo,3893629,100,CL,1659469689,76,-29.9533,-71.3436,55.13,11.5
558,Muisne,3653967,89,EC,1659469913,81,0.6,-80.0333,75.78,13.51
559,Bac Lieu,1591474,71,VN,1659469913,85,9.285,105.7244,79.3,7.05
560,Narsaq,3421719,70,GL,1659469913,64,60.9167,-46.05,51.93,6.17
561,Hokitika,2206894,46,NZ,1659469914,88,-42.7167,170.9667,52.02,12.77
562,Beloha,1067565,0,MG,1659469914,68,-25.1667,45.05,62.19,10.69
563,Miraflores,3761194,85,MX,1659469914,67,19.2167,-98.8083,74.05,3.24
564,Watertown,4954611,20,US,1659469843,51,42.3709,-71.1828,92.89,13.8
565,Zadar,3186952,20,HR,1659469364,53,44.1197,15.2422,77.61,2.3
566,Vestmannaeyjar,3412093,34,IS,1659469915,65,63.4427,-20.2734,54.61,13.96
567,Port-Cartier,6111696,100,CA,1659469915,93,50.0334,-66.8654,68.76,8.08
568,Gadwāl,1271819,100,IN,1659469915,78,16.2333,77.8,79.97,6.42
569,Sweetwater,4174600,75,US,1659469916,66,25.7634,-80.3731,92.01,12.66
570,Ouadda,236901,100,CF,1659469916,96,8.0777,22.4007,68.63,2.71
571,Necochea,3430443,100,AR,1659469916,68,-38.5473,-58.7368,58.91,4.54
572,Vallejo,5405380,0,US,1659469885,49,38.1041,-122.2566,95.27,10.36
573,Mergen,2035601,0,CN,1659469917,74,49.1833,125.2167,66.27,3.02
574,Svoge,726524,7,BG,1659469917,59,42.9667,23.35,70.29,1.92
575,Yokadouma,2220853,90,CM,1659469917,82,3.5167,15.05,72.55,2.77
576,Buzdyak,570455,2,RU,1659469917,95,54.5833,54.55,59.85,6.8
577,Progreso,3521108,100,MX,1659469918,70,21.2833,-89.6667,85.6,16.91
578,Channel-Port aux Basques,5919815,35,CA,1659469918,90,47.5702,-59.1367,67.46,13.98
579,Belyy Yar,1510377,40,RU,1659469918,82,53.6039,91.3903,57.09,2.24
580,Kabalo,215668,99,CD,1659469919,35,-6.05,26.9167,80.8,3.06
581,Barcelos,2742416,7,PT,1659469919,85,41.5388,-8.6151,78.91,3.31
582,Havelock,4470244,0,US,1659469919,70,34.8791,-76.9013,95.99,11.5
583,Senanga,898947,8,ZM,1659469919,41,-16.1167,23.2667,65.5,8.16
584,Erzin,296852,29,TR,1659469920,90,36.9559,36.2,76.78,2.62
585,Yarmouth,4956335,40,US,1659469920,73,41.7057,-70.2286,88.14,18.41
586,Arona,2521582,0,ES,1659469920,65,28.0996,-16.681,80.69,4.61
587,Naghadeh,122698,0,IR,1659469921,21,36.9553,45.388,80.2,6.35
588,Zhigansk,2012530,82,RU,1659469921,69,66.7697,123.3711,45.46,16.4
589,Tezu,1254709,100,IN,1659469921,95,27.9167,96.1667,75.9,3.36
590,Boyolangu,1648082,100,ID,1659469922,96,-8.1181,111.8935,72.86,1.45
591,Santiago del Estero,3835869,0,AR,1659469891,36,-27.7951,-64.2615,81.01,7.09
